Atmospheric Density,Surface Temperature,Gravity,Water Content,Mineral Abundance,Orbital Period,Proximity to Star,Magnetic Field Strength,Radiation Levels,Atmospheric Composition Index,Prediction
-2.3943765,-0.706204,-1.2886909,-0.119645536,-0.28704995,,-0.2731447,Category_9,Category_8,0.4533065,8.0
,-0.113025405,3.2215822,-0.05658523,-0.65237045,0.6594572,-2.34243,,Category_11,-0.03676261,8.0
,0.07644456,-0.6124201,1.616923,-0.068212755,0.87287194,3.2206216,Category_16,Category_7,0.56258976,2.0
-1.5409169,0.024908168,1.4520121,1.671062,,-0.8340949,-1.7113689,Category_12,Category_11,-0.3721602,5.0
2.034747,0.24757992,2.4729435,-0.26998362,-0.5025668,-0.39239663,-1.2748822,Category_10,Category_4,0.410889,2.0
1.5043287,0.46401548,2.583297,1.3559161,-2.978217,-0.93807584,-0.51931465,Category_12,Category_15,0.64571387,0.0
-3.0440247,0.16674088,-0.1614502,-0.7367216,-0.85433984,2.1621237,0.89402205,Category_8,Category_10,-0.29238817,7.0
1.8490759,-0.32824087,0.52035654,-1.1441354,1.2209573,0.17152166,-2.114218,Category_7,Category_7,0.282264,3.0
0.47686744,-2.1598392,-1.9989195,0.659989,-0.91856295,-1.1137933,2.0213695,Category_12,Category_11,-1.4560736,3.0
-1.2977194,0.1348718,0.8291157,1.3724446,0.57898325,0.60810304,-3.7541459,Category_9,Category_11,-0.9251695,4.0
-3.5866928,-1.2679256,-0.22404666,0.37142977,-2.0109532,-0.78108066,0.9709668,Category_8,Category_8,,1.0
0.46747485,1.2604977,1.1953118,-1.8516924,0.5608966,0.8593157,0.040067244,Category_9,Category_8,1.7861112,3.0
-1.8422192,1.2205627,-1.5604621,2.0488596,,-0.22149219,-0.49949166,Category_11,Category_9,2.176098,7.0
1.2043058,2.9958181,1.7231458,-1.4498944,-1.0090278,0.63139546,0.97065645,Category_9,Category_9,-0.34875113,9.0
-3.5053804,-2.281141,0.7818033,0.22487316,-1.5974016,-0.11071871,0.5897587,Category_8,Category_11,-0.09593164,1.0
1.1065156,0.12002182,3.4364777,1.8057231,-1.7468777,-1.8840932,0.48425433,Category_11,Category_13,0.3973593,6.0
5.2693295,-0.95215344,-1.5032688,-0.9375502,,2.234443,0.30180374,Category_6,Category_8,0.034374233,0.0
0.2693781,0.40325144,2.4890916,0.7158512,-2.9249067,-0.6648566,-0.7992292,Category_13,Category_14,0.4992335,0.0
2.195896,-1.0921543,-1.9888029,0.46801722,-2.1305943,0.42709225,-1.324099,Category_6,Category_6,-0.35302016,0.0
0.9524414,-1.6482881,2.7796686,1.5353141,-0.7878353,-0.75754225,,,Category_11,0.63352084,6.0
,-1.8642694,-3.4591737,0.6620842,1.7511579,1.6225277,1.3571557,Category_8,Category_9,-0.23422392,2.0
-1.2919972,1.2990274,2.0801978,-0.5020784,-0.25902155,1.4632403,-1.336696,Category_9,Category_11,-1.6594341,9.0
-2.7499013,-0.29367054,-0.6555337,-0.11193794,0.73443687,-1.9868089,1.9533144,Category_8,Category_7,1.3041482,1.0
3.4895592,0.09994652,3.4565508,-2.644943,-2.2432287,-1.5083817,-1.2831875,Category_13,,-0.37873182,0.0
,-2.4923296,-3.404437,-1.4467098,0.33088887,-0.16710077,0.6628687,Category_14,Category_11,-0.051062033,3.0
-3.597254,-2.0950985,0.88403386,0.5942191,-0.30274734,2.0786707,-0.5414223,Category_9,Category_11,-0.07289858,1.0
1.5813353,-2.201396,-3.336727,-1.1942922,-0.38421997,0.38859984,,Category_9,Category_8,,5.0
1.5105516,-1.5438377,3.5807056,0.68943596,3.722185,2.0756145,,Category_11,Category_7,1.5469275,2.0
-3.6460092,-1.237538,0.5241459,0.4778586,-1.3219616,,1.6992096,Category_7,Category_7,0.06335693,1.0
0.5554416,-0.85389876,1.4223489,1.3856845,1.0765929,-2.880583,2.6855621,,Category_9,0.03192902,3.0
-1.6733164,2.842942,,-0.38732597,-0.19371828,-0.42991635,0.023547212,Category_8,Category_8,0.7321106,9.0
-0.9638864,1.6310741,0.9738277,-0.43708134,1.4824455,-1.5057294,-0.7478744,,Category_12,0.40307686,4.0
-3.4805925,-0.2718016,-0.70697635,0.28618824,-1.709324,-1.5315332,0.89302397,Category_8,Category_7,0.9192384,1.0
1.5070436,-0.423814,1.2476891,-2.4608932,-0.027244484,-2.740228,-0.5736365,Category_11,Category_7,0.6622798,5.0
-3.3036246,-0.5248113,-0.75216836,0.65445656,-2.4260988,-1.019264,0.55696046,Category_8,Category_6,0.30544916,1.0
-2.4771984,1.034378,,1.1319867,0.7303437,-1.4630538,-0.61052376,Category_11,Category_9,-0.17337263,6.0
-0.68813175,-2.6751983,-1.6751491,1.4705185,-0.8238639,-1.1235647,0.73539555,Category_10,Category_9,-0.20569587,2.0
-1.0235581,3.6842744,-0.064475566,-1.478573,-1.5325747,1.254146,1.5992824,Category_10,Category_6,-1.0083722,7.0
-0.70716023,0.45880094,-1.0760386,1.1050812,-2.7096817,-0.22415385,-1.5769346,Category_10,Category_13,-2.376629,7.0
-1.1157491,-0.97852945,2.7953858,-2.635484,0.7580562,1.4900779,-0.23705204,Category_9,Category_10,-0.10494671,8.0
-0.81849736,-0.7792655,-1.8923435,1.3003814,-0.81716764,0.24508847,-1.416299,Category_11,Category_9,-0.87172675,8.0
-0.71939874,,0.30562353,-1.1917912,0.4714693,-0.14246178,-0.24440034,Category_5,Category_7,0.17671531,9.0
1.8659306,-0.923664,-0.7931468,-1.7148561,3.2170432,2.5717864,-1.3183599,Category_4,Category_8,0.97858936,8.0
3.747011,-0.5078935,3.1627874,-3.4283912,-1.1540968,-1.5687876,-0.70983464,Category_14,Category_10,0.1141243,0.0
1.5606794,-0.13103066,-1.3281709,0.7603955,-1.9359912,0.5306917,-1.270441,Category_4,Category_6,-0.67682177,0.0
-3.6907969,-2.6620815,0.5699788,0.6386634,-0.6152111,1.4459,-0.31648144,Category_9,Category_12,0.09124617,1.0
3.737607,2.5825286,-0.64337844,4.1120872,-0.38058066,-0.8004708,3.2782576,Category_9,Category_12,0.7401089,6.0
-0.75768447,-2.1705592,1.7633466,0.819571,2.2733781,2.2067757,-0.20038885,Category_9,Category_8,1.8075806,2.0
0.64975816,-0.59577215,-0.906989,1.9900695,0.1870919,-0.86451524,-1.1242818,Category_5,Category_6,0.7034757,6.0
1.0272636,-4.048381,-2.0027492,,0.2204969,,0.36850023,Category_15,Category_9,,3.0
-2.8026013,-0.39909276,-0.71997637,-0.041175526,,-2.3988404,0.64855003,Category_8,Category_7,1.3741335,
0.55873346,2.5156388,,-0.04584407,0.6110009,-1.2009212,-0.28829065,Category_11,Category_11,1.282653,4.0
1.6940515,-2.1657088,-0.78322285,-0.051218715,2.6368532,-0.34972125,-0.5858723,Category_10,Category_6,-0.121245846,8.0
-1.9144381,0.4247267,2.28369,-0.31024003,-1.6631398,-0.31354672,-0.38695374,Category_10,Category_10,-0.8634238,5.0
0.8288012,-1.2422097,0.10746115,-3.015018,0.265789,-1.6462642,-2.7506096,Category_7,Category_10,1.4268985,5.0
3.522893,0.3363514,1.7496476,2.5027113,-0.8701579,-0.030105453,2.1179838,Category_5,Category_7,-0.031481113,6.0
0.012014675,2.3568158,-0.37984914,-0.50384027,0.30617845,0.91922104,1.0785191,Category_7,Category_5,-0.57683676,8.0
-1.2613425,2.497946,0.8222736,-0.82190895,-1.0657948,3.6433957,1.447978,Category_8,,-1.2314135,7.0
-1.2958835,-0.623134,-0.17367813,-1.1970209,-1.4176162,-1.5294703,-0.8863435,Category_9,Category_7,1.5281885,5.0
,-2.2333786,2.1949017,-2.2745726,0.4981009,1.6044922,-0.6091426,Category_8,Category_10,-0.13906276,8.0
,-1.721141,-2.2568786,1.1718395,-0.7217372,-1.7270036,-0.85465175,,Category_10,-1.572698,3.0
3.2685494,-0.8804859,3.8537102,-0.6642689,-3.5014217,-1.5715357,-0.381044,Category_10,Category_10,0.42322308,0.0
-2.0572865,1.124132,-1.5614585,-0.49753028,-0.2187799,-1.4742025,-1.0758451,,Category_8,0.68198645,9.0
-3.4676,-1.9592806,1.0167397,-0.16713971,-0.1737608,3.3236642,-0.9256751,Category_10,Category_11,,1.0
2.2043214,-0.9934587,,1.7824928,-0.3191922,-0.24770665,-1.7359376,Category_14,Category_6,-0.8780609,2.0
1.5005752,-2.9280925,1.041805,1.5804572,1.5472566,-0.24484889,-0.7175038,Category_10,Category_8,1.3215251,2.0
1.4350826,3.973516,-0.15664251,-1.8437651,-1.0112972,-0.24518922,,Category_10,Category_8,-0.29208183,7.0
0.21551448,-2.6595283,-0.49893442,-2.2238262,1.4497315,0.0016529397,-1.3945535,Category_15,Category_5,-0.074014395,3.0
-2.3878355,0.6858299,1.0032647,,0.28089124,-1.209889,0.16270986,Category_12,Category_9,-0.20815039,4.0
-1.9631336,-0.24358857,1.6459526,-0.15972224,0.18825065,-0.33874565,-0.40629536,Category_10,Category_15,-1.2233142,4.0
,-1.795348,-1.9404728,-0.561264,-0.05248167,-1.6202675,0.8777596,Category_14,Category_8,0.7026762,3.0
-0.5818626,-0.2560691,1.9697312,-2.5106456,-1.5150912,-1.2969159,-0.9846412,Category_12,Category_10,-0.19048642,5.0
,-2.569334,-2.223989,0.14312714,-1.0155919,-1.0555574,2.9914424,Category_11,Category_9,-2.3824563,3.0
1.7526997,0.66381955,2.4243171,1.9435008,-1.4378644,,0.9921586,Category_7,,0.170631,6.0
2.010567,-1.2945377,-1.1003823,-0.39434868,1.9453572,,,Category_11,Category_5,-1.145562,5.0
-1.0392618,1.5093775,1.8420713,-0.5142449,-0.6999921,1.3242536,,Category_7,Category_10,-1.8257096,9.0
-0.9653776,-0.4142295,-2.827435,-1.3705987,0.72650623,1.9065455,-0.16119932,,Category_3,0.09944035,3.0
-0.281452,0.7815303,1.1088703,-2.9600189,-0.9395743,-1.8298055,,Category_13,Category_11,-0.64725095,5.0
,-0.33562675,-2.3300493,-1.4250019,0.8294444,1.526538,-2.8993025,Category_8,Category_6,-1.5953974,9.0
2.7039208,-1.9008983,2.574796,-2.8441148,-1.4738647,,-1.8571559,Category_15,Category_12,0.392774,0.0
-0.77880806,0.4233449,-1.1193913,0.6530342,0.042181723,-0.548082,-1.0722288,Category_6,Category_8,1.2621286,
2.6733758,1.3570377,1.8733916,2.6691797,0.022614816,-0.5108569,1.3380905,Category_7,Category_7,-1.0326356,6.0
1.5098919,-0.07282676,-2.9344516,-0.61214286,1.7243717,1.5394266,1.114313,Category_10,Category_14,-1.1016091,8.0
,-1.1902307,2.5274909,-1.885813,1.1110901,1.5084406,0.11320993,Category_8,Category_7,-0.45332167,8.0
-0.5422205,-1.0337892,1.8326467,1.193009,-1.7381824,1.7511554,-1.353488,Category_10,Category_5,-0.41850495,7.0
-1.4436426,1.2197547,2.4030657,-0.87058103,0.49956128,0.84827316,-0.76014227,Category_7,Category_8,-1.8272988,9.0
-3.0982537,-0.9241131,,0.52502203,-1.6310728,-1.986565,0.8831903,Category_7,Category_6,0.407578,1.0
-1.6520009,0.6029759,1.8347244,0.45193905,0.08038483,0.330373,-0.9641382,Category_11,Category_11,-1.4770925,4.0
-1.592327,2.001606,-2.1125448,0.6992301,0.4857372,-0.06408926,-0.5630577,Category_12,Category_10,,7.0
-3.3975174,-1.7410544,0.65837073,-0.074175484,-1.0521522,2.0933414,-0.41550353,Category_9,Category_11,-0.25958666,1.0
3.284346,-1.191954,-4.293719,-1.0869788,-0.67695886,-0.14762603,0.35148016,Category_6,Category_9,-2.719234,5.0
-1.3869061,2.6765018,1.5635791,-1.7006007,0.8089414,0.40337154,-0.6212239,Category_7,Category_8,-2.04424,9.0
-0.9796535,-1.2490553,-4.2774625,-0.6089678,-0.22913872,0.20996274,0.27004096,Category_13,Category_7,0.5525096,3.0
-0.38766453,-0.29889727,2.0676444,-1.5174165,-1.0338929,-1.264882,-0.1817616,Category_15,Category_9,-0.2124651,5.0
-0.9038108,1.0938139,-2.1886592,,-1.2049099,-0.99974626,-0.69119066,Category_8,Category_8,1.0151331,5.0
3.1891925,-4.698076,-0.700693,-0.25392178,-1.034191,0.9014,0.48319146,Category_15,Category_8,-1.4015474,3.0
-1.8990273,0.3519811,-1.702643,0.103301294,0.54367363,1.6614376,2.4467306,Category_10,Category_6,-1.2558141,2.0
3.1038153,-1.7601306,2.599748,-1.4094832,-3.203086,-1.5269969,-1.8592237,Category_12,Category_11,0.31307903,0.0
-0.71403676,3.034879,-1.4928781,0.42874312,-0.2091034,0.7090752,-1.487281,Category_11,Category_6,-0.20595267,
-1.0477906,-1.2089398,3.0361743,-1.652091,-0.36312494,1.53007,-0.7382063,Category_7,Category_8,-0.29072404,8.0
-1.558543,-1.2363242,-3.348602,-0.5937222,0.2576435,-0.14606278,0.29234394,Category_12,Category_6,0.99996954,3.0
-1.0966015,1.4123182,1.0069989,,0.9350917,1.9123871,0.04889643,Category_5,Category_8,-1.8937259,9.0
-3.703652,-0.9435307,-0.27773142,0.5376396,-1.9965227,-0.9266588,1.0572995,Category_8,Category_8,0.06055021,1.0
-2.9286551,-1.5536752,0.61596346,0.99514896,-0.54562277,2.3793516,-2.2201736,Category_10,Category_9,0.18844703,1.0
1.0461521,-1.8217652,-2.4284213,-2.7550213,0.6992823,-1.07511,-1.1342586,,Category_7,0.41621444,5.0
-0.5178399,0.535959,2.314583,-0.14278741,0.078571066,0.38425267,-0.007373852,Category_14,Category_11,-0.521287,4.0
,-1.4428192,-2.3596842,-2.3645623,-0.728255,-1.4717009,-1.3033245,Category_8,Category_7,-0.08421998,5.0
3.0188017,-1.3583997,2.6262107,-1.828529,-3.7350101,-0.85539144,-1.5597097,Category_13,Category_12,0.4163329,0.0
0.013035456,-1.2479702,-1.3971194,0.18549244,-1.8266513,-1.5907483,-0.6136822,Category_11,Category_6,-0.4711017,5.0
,0.8601109,,-0.5109239,,-0.8610926,-0.64836365,Category_13,Category_9,-0.19534223,5.0
0.15712267,0.54299086,-1.6316636,1.9375803,2.7496505,-1.3602703,-1.5925264,,Category_12,1.5534115,4.0
-0.21180607,-0.24957481,1.6481235,,-1.5244613,-1.8626616,-0.41360515,Category_14,,-0.4072525,5.0
-3.3698027,0.4849892,-0.6751468,-0.94310486,-1.7236004,-0.7952316,1.2416365,Category_10,,0.50848866,9.0
-2.6152089,0.91085434,1.2784823,-0.6149453,-0.71289766,1.6571637,-0.020093905,Category_7,Category_10,-1.7654004,7.0
-1.9299905,0.3322142,0.12812902,0.2671198,1.3690221,-1.0613997,-1.1289318,Category_12,Category_11,2.6854944,
3.806698,0.3012791,0.2936907,3.007976,,0.119657755,2.8158872,Category_6,Category_6,-0.2765365,6.0
-2.3372924,1.2236367,-1.8741751,,1.0750961,0.7021214,1.8775194,Category_11,Category_7,2.1483736,
4.1848574,0.14517859,-1.0751681,-3.057155,-4.163919,2.6982822,-0.29124373,Category_5,Category_14,1.0693094,
1.5626897,3.8711953,-1.5861552,1.895811,1.1688128,0.38328928,-1.4055877,Category_8,Category_10,1.1167192,9.0
-3.7012727,-2.6043992,0.54860187,0.538753,-1.208079,0.4986946,0.36118942,Category_9,Category_12,-0.03310451,1.0
-2.3856685,1.6520762,-1.5600479,-0.04734855,0.21441384,-0.9782625,0.117550924,Category_10,Category_10,0.91394067,7.0
1.0711269,-1.1212378,2.671196,-0.25256354,0.39686388,-1.7727059,-0.562449,Category_11,Category_10,-0.5685816,6.0
1.4487123,3.3881285,,1.9509457,-0.53776836,0.5589042,1.0288802,Category_7,Category_5,-0.9800665,4.0
-0.9373395,-1.0206292,2.270945,-2.8414657,,1.8038588,-0.22972378,Category_10,Category_8,1.1430608,8.0
-2.0880444,-1.3828834,0.5441649,2.4271705,0.19454123,-0.5588087,0.09352395,Category_8,Category_10,-0.3482602,2.0
-1.3186715,2.0304236,1.6557763,-1.7790112,1.0984501,0.20005582,-0.5913927,Category_7,Category_7,,9.0
-0.598294,-0.276942,0.8347361,-2.0295255,1.537646,0.97972333,0.6233617,Category_5,Category_6,0.5047352,
0.009514084,,1.6608968,-0.8893737,-1.3482927,-0.9140056,-1.08438,Category_10,Category_10,0.26574898,
-3.2007678,-0.5394656,0.38054773,0.05989903,-1.4276645,,1.3520558,Category_7,Category_7,0.42163324,1.0
-2.3880405,-0.20198463,1.0010172,-0.4740137,0.18402267,0.65750366,-1.7095504,Category_11,Category_12,-2.3414962,4.0
-0.47664943,-2.0444515,-0.32122675,-1.8434131,0.047162104,-2.1731641,0.030506102,Category_9,Category_4,1.0195683,5.0
-1.9969243,1.3259013,1.3884394,-0.506759,-1.0182694,1.9170437,-0.728519,Category_8,Category_10,-1.3989232,7.0
0.67860025,,-2.1647048,2.8337805,1.0582025,1.1554868,,,Category_8,1.2579008,9.0
0.90095717,-0.791657,2.3216896,0.6263729,0.8472305,,0.5810987,Category_12,,-0.602098,6.0
-1.2279991,1.9001882,-1.1826441,1.3495321,1.2027122,-0.20349948,-2.5070186,Category_9,Category_8,0.9198317,
1.070541,-0.0076117683,,-1.19346,-1.0879774,0.3481923,-0.7888416,Category_15,Category_9,-1.2062793,0.0
1.2599586,3.1087933,-2.7384772,-0.45463344,3.36549,-0.21217626,-0.24757652,Category_9,,0.27293283,9.0
-1.0029411,-1.609478,1.7004334,-2.2171836,0.9373906,1.4163898,-0.24047248,Category_10,Category_8,1.7091111,
2.011573,0.19409013,-2.2,0.8571445,-2.9456868,1.7188417,-0.023961443,Category_6,Category_9,0.33973575,0.0
-3.9433956,-2.6660757,0.94050485,0.42069918,-1.1890937,0.25238794,0.57056665,Category_8,Category_11,-0.17151003,1.0
-1.2223856,-0.30746368,,1.5996557,0.055910524,-1.5071087,0.010429831,Category_9,Category_8,-0.5371958,6.0
-1.3559433,2.1221318,1.445213,-2.1635363,-0.6588089,1.6999669,0.8302938,Category_8,Category_7,-2.006244,7.0
6.087225,-0.061549596,1.7602005,-2.1012678,-3.1772456,0.11970293,-0.76767844,Category_7,Category_7,1.2842897,0.0
-1.6727798,1.8408562,1.5256362,-0.9863832,-1.168299,2.383171,-0.008668259,,Category_9,-1.5748482,7.0
,1.2313668,-2.1809413,1.2864504,-0.7722753,0.11514251,-2.1979833,Category_12,Category_10,0.54135287,4.0
-3.0371428,-2.4531012,,0.9350979,-0.2850659,2.0556104,-2.224393,Category_10,Category_11,0.69735855,1.0
-1.961886,-0.91415554,-0.6401037,-1.5230451,1.6397016,-0.34212953,0.7184736,Category_10,Category_9,1.4887167,8.0
1.3490888,-2.8983645,-1.675264,-1.7539229,1.1041839,-0.28729534,,Category_16,Category_5,-0.8605786,3.0
-0.5883957,1.2465242,-0.84102106,-0.8536787,,-1.6297487,-2.4318995,Category_8,Category_12,-0.14040416,5.0
0.77612215,-1.6747797,1.8739283,1.7105967,1.6180056,1.6831568,-0.85420054,,Category_6,,2.0
2.3928704,-1.7674868,-1.6280369,-0.43261492,-1.2859652,-0.56580603,0.70345646,Category_10,Category_6,,5.0
1.5980055,-2.762189,-1.0250368,-1.0309957,-0.41584197,1.0383028,-0.79154414,Category_12,Category_7,-0.6208067,3.0
,2.5799987,-1.841112,-0.74729514,2.1991458,-1.2044616,-0.54200184,Category_6,Category_7,1.5864683,9.0
-2.7045052,-2.4396248,0.9070631,0.6297443,-0.012608115,2.1725001,-3.1054626,Category_11,Category_11,0.9681098,1.0
0.05570737,-3.4413602,-1.755371,-1.2042077,-0.32840347,,0.42423058,Category_15,Category_9,-0.20346206,3.0
-2.4282534,1.3244534,0.090680055,1.3199189,0.05745338,-0.088418,-1.3907901,Category_11,Category_9,-0.9661864,
0.524328,3.0618129,-1.404396,2.2499657,1.1582024,-0.10658088,1.1192168,Category_9,Category_11,-0.38475165,9.0
1.5809886,0.53549665,3.094611,1.1145599,-0.6365463,0.5006472,,Category_9,Category_7,1.2186491,2.0
0.23444179,4.2122736,0.8939087,-3.0534048,-1.8964913,1.7809101,2.6415737,Category_12,Category_10,-0.9375773,7.0
2.1064575,0.5394996,1.5810497,0.8438613,-3.8966708,0.27492687,0.6361459,Category_7,Category_10,2.0208423,0.0
-0.79606014,3.5618308,-1.4633279,-1.508001,-1.3443351,0.2546672,,Category_13,Category_7,1.5594066,
1.3444738,0.34723526,0.48684096,1.2122556,-4.040884,1.2799225,1.3319397,Category_9,Category_10,2.0122638,0.0
0.9438823,3.1233115,-2.9569707,1.3135605,-0.29743424,-0.07023273,-0.25194162,Category_13,Category_11,1.6870242,
-1.6524464,1.2816436,1.9163274,-0.60326684,0.42119384,0.7857747,-0.54062295,Category_11,Category_12,-1.5978501,4.0
-1.3932992,3.0402277,-0.38803288,-1.5782431,-0.44056764,0.55260116,1.5319555,Category_8,Category_6,-0.5852518,7.0
1.107485,,3.3813019,1.4891304,-0.7120161,-1.8957456,0.5716725,Category_10,Category_9,-0.73378307,6.0
-1.864173,-1.5415674,-0.43956912,-0.48765394,0.16573851,-2.0077634,0.50260633,Category_11,Category_10,,8.0
-2.2198954,0.40030947,1.5949825,0.44396594,0.047226164,0.5788552,-1.3269194,Category_12,Category_11,-1.1980755,4.0
-0.382686,-1.5153997,-2.930646,-1.5345213,3.3306038,1.2493429,-0.44159153,Category_10,Category_10,1.1236353,3.0
-1.3275763,2.7795932,-0.18689875,-0.7073863,1.8191344,-1.0837265,-1.3187213,Category_9,Category_7,1.1551815,
0.010393766,-2.9270647,-3.2501667,-0.9018133,-0.37200934,-1.4218438,,Category_13,,-1.3994159,3.0
1.6761603,-3.2680833,-2.853181,-0.9549563,0.22149791,-1.1025991,0.033225976,Category_14,Category_9,-1.6747094,3.0
2.900362,-0.1392756,-0.10081757,-1.1079967,-0.34288064,-1.9277031,-0.3869188,Category_8,Category_7,0.079746336,0.0
-0.7317714,-0.8564295,,-2.4245794,2.2138429,0.3012193,1.6152552,Category_10,Category_9,,8.0
0.84477466,4.168934,-1.68362,-0.7953092,2.6223311,-0.59418154,-0.27409983,Category_9,Category_12,2.260356,9.0
-0.8428359,2.1222055,0.7904835,-0.18168195,0.76983774,-1.0317725,-1.0085056,Category_13,Category_9,0.57928246,4.0
-1.6925999,2.0089278,-0.72976065,1.1872427,-0.008707579,-0.041573554,-1.4755251,,Category_8,0.9392113,4.0
-2.7623398,1.6801633,0.6860714,-0.92266834,-0.9970803,1.388232,1.1721284,Category_8,Category_8,-1.542536,7.0
3.5115116,-2.191037,-1.4552549,-1.2909415,4.915274,0.54043525,0.580566,,Category_10,0.10538212,8.0
0.6164755,-1.0812776,1.928976,1.1465226,0.53649634,1.6979182,-2.5761142,Category_11,Category_10,-0.32093307,2.0
-2.6671345,-0.21176569,1.4659251,-0.8854044,0.2857104,,0.9727833,Category_7,Category_10,-0.63858104,7.0
4.0338926,-1.2583407,-2.8488853,-2.1445928,-1.4329578,0.82243603,-0.28846714,Category_8,Category_11,-1.3068459,5.0
4.4913836,-3.0159864,-2.7893558,,-1.0118964,1.3594002,1.0489167,Category_9,Category_9,-1.8024749,5.0
1.8175724,0.32541135,0.639075,3.1556113,-0.96856916,1.3431742,2.1515484,Category_5,Category_9,0.9324965,
-1.5714886,-3.762515,-0.60862184,1.492385,0.8080767,0.45759463,1.6655983,Category_8,Category_8,,2.0
1.7017784,,-3.1016643,-1.0165453,-0.4593622,0.4631763,-0.71184444,Category_14,Category_10,-2.8583412,3.0
0.5853713,3.2354805,1.5625578,-0.49042216,,0.141088,,Category_9,Category_9,,9.0
1.3627719,0.61785483,0.27313855,3.9961226,-0.5684188,1.0523171,0.99707603,Category_5,Category_8,0.88830787,6.0
-1.3696481,,-1.5275319,-2.1910243,,0.3961888,0.83616734,Category_7,Category_9,1.568297,8.0
0.9235199,2.2084622,2.04091,-0.5975995,-0.9455086,0.12777919,-0.6779141,Category_6,Category_8,-0.5806279,9.0
-3.1634502,-3.0197058,1.661143,0.17352276,0.4474718,2.736901,-1.0445807,Category_10,Category_12,0.20830552,1.0
4.292695,0.24796343,-0.29809123,1.7413852,-0.5343444,-0.8651433,0.751381,Category_8,Category_5,-0.5800527,6.0
1.7315476,-0.58625704,-2.100409,1.9685707,-0.8203591,-0.17635575,-0.0965254,Category_9,Category_7,-1.4776967,0.0
2.2597413,-3.801847,-1.0266353,-1.1267643,0.4232753,-0.17323297,-1.1106676,Category_15,Category_7,-0.8121555,3.0
1.4601663,3.0481644,-0.09165538,4.1514235,-0.11896877,0.9238307,0.4541273,Category_11,Category_9,-0.70565045,
0.9960887,-3.5234096,0.52330965,1.2437512,1.1661533,0.72650474,-0.1737548,Category_9,Category_9,1.8209156,2.0
2.321355,,-1.254536,0.37557256,-3.4173582,0.6178582,-1.6781689,Category_5,Category_6,-0.51271755,0.0
0.4168669,,1.5934308,,1.648589,1.1198417,-0.86345696,Category_10,Category_8,2.0665948,2.0
2.6912525,-1.9137342,3.5524201,1.974549,0.013877564,1.5496643,0.1978748,Category_13,Category_4,0.7469136,2.0
,-0.26765808,0.9880598,0.27009383,0.34626436,0.70004344,-1.2128793,Category_11,Category_12,-1.1973432,4.0
1.6699145,-1.3133535,2.6088173,0.5165499,2.4691188,1.1067739,1.613571,Category_11,Category_14,2.1992543,2.0
2.7006385,1.0591382,,3.246493,-2.17554,1.2286085,1.397572,Category_12,Category_6,-0.035064142,6.0
5.8891954,-1.0484937,3.8975172,-0.20352022,-2.7294233,-2.1318684,0.11139387,Category_8,Category_10,0.15914127,0.0
0.80882865,-3.498931,,2.1967473,0.37613228,-1.4298651,0.35298955,Category_11,Category_9,1.3678457,2.0
1.885551,-1.4015427,-0.05928301,0.39879012,2.1503098,3.5053766,1.9582161,Category_12,Category_3,-0.45304817,2.0
2.2978656,-0.025848666,-2.0464604,-3.163136,-0.018991848,-0.7409921,-1.5813657,Category_8,Category_9,0.22148381,5.0
2.7949274,2.0444992,-2.0456865,-0.286633,0.2220733,1.2651708,-0.16025618,Category_6,Category_12,1.690541,5.0
2.013471,,-0.49523905,-3.2857049,-0.82693756,-1.2030622,-0.62728786,Category_11,Category_9,0.48052576,5.0
-3.542101,-0.22638535,-0.5201482,0.5495601,-2.4622574,-0.9056105,0.8363304,Category_8,Category_8,0.10971767,1.0
-3.9463418,-1.3493286,,-0.8639106,-1.0912086,0.036303513,2.117561,Category_9,Category_11,-0.16068144,1.0
2.5080094,-0.6495874,-2.0886984,-2.6965663,0.84213394,-2.6177692,-1.6670593,Category_7,Category_8,-0.9911604,5.0
,,-4.3129625,-1.217424,1.6706254,0.6927951,-1.0375099,Category_11,Category_12,-2.0308862,3.0
-0.2000547,1.1400827,1.3827438,1.9268442,-2.8493836,0.79325163,-0.0063759224,Category_11,Category_9,,2.0
3.1701827,-3.726782,-2.414527,-1.031962,-1.4483771,0.32914603,0.56566745,Category_12,Category_11,-2.1213412,3.0
-0.30780098,1.0731372,0.78096986,2.200359,-1.9095324,0.70131946,0.03610119,Category_10,Category_9,1.804979,2.0
0.09643166,2.2388473,0.8305188,-1.1704937,1.2560021,1.2367592,-0.374547,Category_6,Category_8,-2.5346055,9.0
0.86277515,-1.7693233,-1.5934695,-1.4339726,-0.36519337,-2.6042569,-1.5066085,Category_10,Category_5,-0.778112,5.0
-0.13932303,-2.280531,1.2859136,2.506197,1.4496799,,-0.7357472,Category_8,Category_6,1.7459502,2.0
-2.139896,-0.3988358,-1.1010604,0.8812202,-1.6415945,-1.6492591,,Category_8,Category_6,0.4943856,1.0
2.1733952,-0.49601498,0.17275327,-3.6724288,-0.8419665,-2.1802514,,Category_13,Category_10,-0.20500945,5.0
-0.70784473,2.9604576,-2.1016572,-0.6333903,0.050620534,-0.55181044,-0.584184,Category_12,Category_9,0.73625207,9.0
-2.1134574,1.4674901,0.6084242,-1.4094326,,2.6202042,1.3230199,Category_7,Category_8,-1.3402206,7.0
,-1.112727,-2.5336623,,-2.8426902,3.5609868,0.27598202,Category_7,Category_12,0.29469073,0.0
